pokemon_1,pokemon_2,winner,label,turns
Buneary,Carvanha,Buneary,1,1
Crocalor,Gothita,Crocalor,1,2
Charizard,Tandemaus,Charizard,1,1
Oinkologne-Male,Nickit,Oinkologne-Male,1,1
Wartortle,Arboliva,Arboliva,0,1
Wailmer,Mesprit,Mesprit,0,2
Charizard,Bergmite,Charizard,1,1
Steelix,Solrock,Steelix,1,2
Sinistcha,Bouffalant,Sinistcha,1,4
Hoothoot,Crabrawler,Crabrawler,0,1
Passimian,Pidgeot,Pidgeot,0,3
Togekiss,Illumise,Togekiss,1,2
Fletchling,Charcadet,Charcadet,0,1
Luxray,Drifloon,Luxray,1,1
Squawkabilly-Green-Plumage,Melmetal,Melmetal,0,2
Mr-Rime,Falinks,Mr-Rime,1,1
Sliggoo,Emboar,Emboar,0,2
Scovillain,Magcargo,Scovillain,1,2
Trumbeak,Klefki,Klefki,0,2
Calyrex,Palkia,Palkia,0,2
Iron-Jugulis,Zigzagoon,Iron-Jugulis,1,1
Dodrio,Ledyba,Dodrio,1,1
Centiskorch,Dialga,Dialga,0,3
Abomasnow,Steelix,Steelix,0,2
Duraludon,Mareep,Duraludon,1,1
Beartic,Froakie,Beartic,1,1
Garganacl,Vespiquen,Garganacl,1,1
Snorlax,Torterra,Snorlax,1,2
Sneasel,Flutter-Mane,Flutter-Mane,0,1
Ting-Lu,Treecko,Ting-Lu,1,1
Hakamo-O,Frillish-Male,Frillish-Male,0,2
Nacli,Glimmet,Glimmet,0,2
Frogadier,Avalugg,Avalugg,0,2
Clefable,Ursaring,Clefable,1,3
Veluza,Sobble,Veluza,1,1
Iron-Boulder,Duskull,Iron-Boulder,1,1
Larvesta,Shinx,Larvesta,1,1
Kangaskhan,Entei,Entei,0,4
Nickit,Skwovet,Skwovet,0,1
Dartrix,Clefairy,Dartrix,1,2
Phanpy,Zebstrika,Zebstrika,0,2
Bruxish,Frogadier,Bruxish,1,2
Regieleki,Bastiodon,Bastiodon,0,3
Sinistcha,Drizzile,Sinistcha,1,1
Chatot,Spiritomb,Spiritomb,0,2
Walrein,Chespin,Walrein,1,1
Greedent,Ogerpon,Greedent,1,3
Skeledirge,Kommo-O,Skeledirge,1,3
Drifblim,Sandaconda,Drifblim,1,2
Staraptor,Growlithe,Staraptor,1,1
Bunnelby,Thievul,Thievul,0,1
Braviary,Lairon,Lairon,0,2
Misdreavus,Emboar,Emboar,0,2
Swalot,Kakuna,Swalot,1,1
Forretress,Minior-Red-Meteor,Forretress,1,2
Linoone,Starmie,Starmie,0,2
Salandit,Clodsire,Clodsire,0,1
Yamper,Orthworm,Orthworm,0,3
Floatzel,Masquerain,Floatzel,1,2
Eternatus,Tapu-Fini,Eternatus,1,2
Mismagius,Dratini,Mismagius,1,1
Iron-Thorns,Bonsly,Iron-Thorns,1,2
Poltchageist,Drapion,Drapion,0,1
Primeape,Lechonk,Primeape,1,1
Zorua,Girafarig,Girafarig,0,1
Gabite,Dartrix,Dartrix,0,1
Gyarados,Ninetales,Gyarados,1,2
Morelull,Fearow,Fearow,0,1
Meganium,Klawf,Meganium,1,1
Applin,Ludicolo,Ludicolo,0,1
Morgrem,Scream-Tail,Scream-Tail,0,2
Toucannon,Metang,Metang,0,4
Tepig,Solosis,Tepig,1,2
Ferroseed,Duraludon,Duraludon,0,2
Hypno,Granbull,Hypno,1,3
Carbink,Rolycoly,Carbink,1,2
Lombre,Duskull,Lombre,1,2
Dialga,Zebstrika,Dialga,1,2
Mantyke,Quaxly,Quaxly,0,2
Krabby,Ledyba,Krabby,1,1
Bastiodon,Whimsicott,Bastiodon,1,2
Sigilyph,Lotad,Sigilyph,1,1
Beheeyem,Clamperl,Beheeyem,1,1
Gyarados,Prinplup,Gyarados,1,2
Phanpy,Sewaddle,Sewaddle,0,2
Landorus-Incarnate,Ekans,Landorus-Incarnate,1,1
Sandshrew,Mr-Mime,Mr-Mime,0,1
Castform,Houndour,Castform,1,1
Pyroar-Male,Simisage,Pyroar-Male,1,1
Smeargle,Venusaur,Venusaur,0,1
Taillow,Dratini,Dratini,0,1
Grotle,Wattrel,Grotle,1,1
Tropius,Hatterene,Hatterene,0,1
Hitmonchan,Pikachu,Hitmonchan,1,1
Larvitar,Nincada,Larvitar,1,1
Cascoon,Darmanitan-Standard,Darmanitan-Standard,0,1
Eldegoss,Shellder,Eldegoss,1,1
Camerupt,Simisear,Camerupt,1,1
Armaldo,Nidoran-M,Armaldo,1,1
Vileplume,Basculin-Red-Striped,Vileplume,1,1
Armaldo,Dragapult,Dragapult,0,3
Chi-Yu,Alomomola,Chi-Yu,1,3
Roserade,Whismur,Roserade,1,1
Tangrowth,Miltank,Tangrowth,1,3
Dragalge,Maushold-Family-Of-Four,Maushold-Family-Of-Four,0,3
Beldum,Mantyke,Mantyke,0,2
Prinplup,Seismitoad,Seismitoad,0,2
Mr-Mime,Torracat,Torracat,0,2
Turtonator,Porygon2,Porygon2,0,3
Castform,Gardevoir,Gardevoir,0,2
Charjabug,Qwilfish,Charjabug,1,2
Dusknoir,Metagross,Metagross,0,2
Electrode,Cubone,Electrode,1,1
Lileep,Phanpy,Lileep,1,2
Joltik,Teddiursa,Teddiursa,0,2
Snorunt,Solosis,Solosis,0,1
Morelull,Carnivine,Carnivine,0,1
Marill,Chespin,Chespin,0,2
Masquerain,Tangrowth,Masquerain,1,2
Happiny,Shelgon,Shelgon,0,1
Poipole,Eldegoss,Poipole,1,2
Venonat,Nidorina,Nidorina,0,3
Haunter,Blitzle,Haunter,1,1
Spiritomb,Noibat,Spiritomb,1,1
Absol,Cherubi,Absol,1,1
Primarina,Tyranitar,Tyranitar,0,2
Phanpy,Cutiefly,Cutiefly,0,2
Capsakid,Ursaring,Ursaring,0,1
Sinistcha,Meditite,Sinistcha,1,1
Pineco,Granbull,Granbull,0,2
Uxie,Ferrothorn,Ferrothorn,0,4
Solgaleo,Heatran,Heatran,0,2
Shroomish,Dracozolt,Dracozolt,0,2
Hatterene,Rapidash,Hatterene,1,2
Toxel,Raging-Bolt,Raging-Bolt,0,1
Carbink,Sharpedo,Sharpedo,0,2
Incineroar,Bunnelby,Incineroar,1,1
Donphan,Florges,Florges,0,2
Silcoon,Porygon,Porygon,0,1
Helioptile,Quilava,Quilava,0,1
Lapras,Latias,Lapras,1,3
Talonflame,Alcremie,Talonflame,1,3
Ninetales,Iron-Jugulis,Iron-Jugulis,0,3
Furfrou,Seel,Furfrou,1,2
Bidoof,Nidoqueen,Nidoqueen,0,2
Electabuzz,Stoutland,Stoutland,0,2
Garganacl,Totodile,Garganacl,1,2
Orthworm,Vaporeon,Vaporeon,0,2
Heliolisk,Scatterbug,Heliolisk,1,1
Piloswine,Espurr,Piloswine,1,2
Heracross,Skrelp,Heracross,1,2
Lunatone,Croagunk,Lunatone,1,1
Poliwhirl,Heatmor,Poliwhirl,1,3
Gliscor,Porygon,Porygon,0,1
Munkidori,Boltund,Munkidori,1,2
Iron-Treads,Marowak,Iron-Treads,1,2
Arrokuda,Wartortle,Wartortle,0,2
Zweilous,Ralts,Zweilous,1,1
Stoutland,Snubbull,Stoutland,1,2
Tympole,Gothorita,Gothorita,0,2
Cradily,Treecko,Cradily,1,1
Talonflame,Espurr,Talonflame,1,2
Sinistea,Ursaring,Ursaring,0,2
Cranidos,Zubat,Cranidos,1,1
Stoutland,Brute-Bonnet,Stoutland,1,4
Heatmor,Shuppet,Heatmor,1,1
Ledian,Starly,Ledian,1,1
Galvantula,Houndour,Galvantula,1,1
Marill,Hoothoot,Hoothoot,0,5
Blastoise,Popplio,Blastoise,1,2
Scolipede,Hydreigon,Scolipede,1,2
Tropius,Hypno,Hypno,0,2
Bulbasaur,Omastar,Omastar,0,1
Decidueye,Ampharos,Decidueye,1,3
Dragalge,Arctibax,Dragalge,1,2
Zubat,Wigglytuff,Wigglytuff,0,1
Durant,Eelektross,Eelektross,0,2
Shelgon,Arboliva,Arboliva,0,1
Bellibolt,Meltan,Bellibolt,1,1
Primarina,Chandelure,Primarina,1,1
Wailmer,Hitmontop,Hitmontop,0,2
Horsea,Volcanion,Volcanion,0,1
Xatu,Tinkaton,Tinkaton,0,2
Charmander,Seel,Seel,0,1
Darkrai,Gimmighoul,Darkrai,1,1
Beedrill,Shieldon,Shieldon,0,2
Jolteon,Zebstrika,Jolteon,1,3
Ivysaur,Dondozo,Ivysaur,1,3
Naganadel,Machop,Naganadel,1,1
Arctibax,Tornadus-Incarnate,Tornadus-Incarnate,0,3
Weezing,Seaking,Seaking,0,3
Simisage,Rayquaza,Rayquaza,0,1
Tynamo,Kartana,Kartana,0,1
Excadrill,Houndstone,Excadrill,1,3
Popplio,Zoroark,Zoroark,0,2
Remoraid,Deerling,Deerling,0,1
Hatterene,Applin,Hatterene,1,1
Blitzle,Dugtrio,Dugtrio,0,1
Tympole,Haunter,Haunter,0,2
Skuntank,Groudon,Groudon,0,1
Skrelp,Cottonee,Skrelp,1,1
Greninja,Duskull,Greninja,1,1
Ninjask,Bonsly,Bonsly,0,1
Nincada,Sobble,Sobble,0,1
Blaziken,Archen,Blaziken,1,1
Spritzee,Meltan,Meltan,0,2
Tynamo,Zorua,Zorua,0,1
Pupitar,Tropius,Tropius,0,1
Togekiss,Dhelmise,Togekiss,1,2
Huntail,Hawlucha,Huntail,1,2
Darumaka,Miltank,Miltank,0,2
Hatterene,Sceptile,Hatterene,1,2
Quaxly,Tinkatuff,Tinkatuff,0,3
Spheal,Growlithe,Spheal,1,1
Excadrill,Nosepass,Excadrill,1,1
Seadra,Kabuto,Seadra,1,1
Gourgeist-Average,Cosmog,Gourgeist-Average,1,1
Masquerain,Impidimp,Masquerain,1,1
Tentacruel,Rhyhorn,Tentacruel,1,1
Palkia,Gastrodon,Palkia,1,3
Noctowl,Sprigatito,Noctowl,1,1
Salamence,Slugma,Salamence,1,1
Armaldo,Iron-Boulder,Iron-Boulder,0,2
Nidorino,Sandile,Nidorino,1,1
Bewear,Gyarados,Gyarados,0,2
Sprigatito,Tyrogue,Sprigatito,1,2
Nidoran-F,Sudowoodo,Sudowoodo,0,2
Corsola,Miltank,Corsola,1,5
Kilowattrel,Magnemite,Kilowattrel,1,2
Impidimp,Flapple,Flapple,0,1
Sinistcha,Sirfetchd,Sinistcha,1,2
Mandibuzz,Bewear,Mandibuzz,1,3
Jigglypuff,Vullaby,Vullaby,0,2
Sylveon,Marowak,Sylveon,1,2
Jynx,Lopunny,Lopunny,0,2
Dipplin,Staravia,Dipplin,1,1
Aggron,Pansage,Aggron,1,1
Jellicent-Male,Decidueye,Decidueye,0,2
Mantyke,Parasect,Parasect,0,2
Toedscool,Baltoy,Toedscool,1,2
Lanturn,Chesnaught,Lanturn,1,3
Bidoof,Fraxure,Fraxure,0,2
Cradily,Chingling,Cradily,1,2
Larvesta,Goomy,Larvesta,1,1
Glalie,Skrelp,Glalie,1,3
Shedinja,Sableye,Sableye,0,1
Tinkaton,Shuppet,Tinkaton,1,1
Wyrdeer,Pichu,Wyrdeer,1,1
Blipbug,Slurpuff,Slurpuff,0,1
Jynx,Flapple,Jynx,1,1
Indeedee-Male,Weepinbell,Indeedee-Male,1,1
Gyarados,Cradily,Cradily,0,2
Heatran,Shroodle,Heatran,1,1
Electivire,Carkol,Electivire,1,3
Skiploom,Chatot,Chatot,0,1
Slugma,Pawniard,Slugma,1,1
Golisopod,Ludicolo,Golisopod,1,1
Carbink,Seviper,Seviper,0,3
Scolipede,Rampardos,Rampardos,0,1
Centiskorch,Pecharunt,Pecharunt,0,3
Tinkatink,Mudkip,Tinkatink,1,3
Armaldo,Banette,Armaldo,1,2
Snover,Dartrix,Dartrix,0,1
Genesect,Squawkabilly-Green-Plumage,Genesect,1,2
Swalot,Simisage,Swalot,1,2
Torkoal,Scorbunny,Torkoal,1,2
Rufflet,Hippopotas,Rufflet,1,3
Oshawott,Shroomish,Oshawott,1,2
Gossifleur,Sandy-Shocks,Sandy-Shocks,0,1
Combusken,Brionne,Brionne,0,1
Metang,Lileep,Metang,1,2
Genesect,Morgrem,Genesect,1,1
Druddigon,Blitzle,Druddigon,1,1
Conkeldurr,Mienshao,Conkeldurr,1,2
Ponyta,Leafeon,Leafeon,0,2
Qwilfish,Machamp,Qwilfish,1,3
Deino,Slowpoke,Deino,1,2
Helioptile,Poltchageist,Helioptile,1,2
Sneasel,Trapinch,Sneasel,1,2
Spoink,Qwilfish,Qwilfish,0,1
Nidoqueen,Pyroar-Male,Pyroar-Male,0,2
Sceptile,Quaxwell,Sceptile,1,1
Chansey,Wormadam-Plant,Wormadam-Plant,0,1
Azelf,Sandy-Shocks,Azelf,1,2
Pelipper,Azumarill,Azumarill,0,3
Xurkitree,Wobbuffet,Xurkitree,1,3
Brute-Bonnet,Kakuna,Brute-Bonnet,1,1
Wurmple,Flamigo,Flamigo,0,1
Torkoal,Cinderace,Cinderace,0,5
Chespin,Centiskorch,Centiskorch,0,1
Charizard,Bunnelby,Charizard,1,1
Ledian,Milcery,Ledian,1,3
Falinks,Silicobra,Falinks,1,2
Spearow,Marowak,Marowak,0,1
Greedent,Pikachu,Greedent,1,1
Alcremie,Darmanitan-Standard,Darmanitan-Standard,0,3
Primarina,Iron-Jugulis,Primarina,1,2
Golbat,Bagon,Golbat,1,1
Alomomola,Porygon-Z,Alomomola,1,5
Mew,Cascoon,Mew,1,1
Thundurus-Incarnate,Great-Tusk,Thundurus-Incarnate,1,2
Cosmoem,Zacian,Zacian,0,3
Floette,Litwick,Floette,1,3
Cresselia,Eldegoss,Cresselia,1,3
Skrelp,Sealeo,Sealeo,0,3
Elekid,Cyndaquil,Elekid,1,2
Gabite,Meditite,Gabite,1,1
Luxio,Togedemaru,Togedemaru,0,2
Krabby,Honedge,Honedge,0,2
Typhlosion,Empoleon,Empoleon,0,2
Rabsca,Croconaw,Rabsca,1,2
Impidimp,Girafarig,Girafarig,0,1
Pidgeotto,Indeedee-Male,Indeedee-Male,0,1
Ledyba,Chatot,Chatot,0,1
Gyarados,Perrserker,Gyarados,1,3
Darumaka,Spheal,Spheal,0,2
Granbull,Tympole,Granbull,1,1
Clamperl,Thwackey,Thwackey,0,1
Empoleon,Lairon,Empoleon,1,1
Cresselia,Hoppip,Cresselia,1,1
Venonat,Growlithe,Growlithe,0,1
Graveler,Milotic,Milotic,0,1
Tynamo,Scream-Tail,Scream-Tail,0,1
Skorupi,Klefki,Klefki,0,2
Glimmora,Medicham,Glimmora,1,3
Burmy,Darkrai,Darkrai,0,1
Pawmot,Raboot,Pawmot,1,2
Fuecoco,Eternatus,Eternatus,0,1
Primeape,Weepinbell,Primeape,1,2
Smoliv,Salamence,Salamence,0,1
Herdier,Toxicroak,Toxicroak,0,1
Dragapult,Patrat,Dragapult,1,1
Scatterbug,Scorbunny,Scorbunny,0,1
Diglett,Sylveon,Sylveon,0,1
Ekans,Exeggcute,Exeggcute,0,1
Aerodactyl,Slurpuff,Aerodactyl,1,3
Cacturne,Pancham,Pancham,0,1
Sunflora,Wurmple,Sunflora,1,1
Whirlipede,Gulpin,Whirlipede,1,4
Groudon,Spidops,Groudon,1,3
Trapinch,Carnivine,Carnivine,0,1
Happiny,Goomy,Goomy,0,1
Haunter,Dusknoir,Dusknoir,0,1
Celebi,Chespin,Celebi,1,1
Naclstack,Regigigas,Regigigas,0,3
Furfrou,Chien-Pao,Chien-Pao,0,2
Pelipper,Politoed,Politoed,0,3
Vaporeon,Wattrel,Vaporeon,1,1
Decidueye,Stufful,Decidueye,1,2
Palkia,Deerling,Palkia,1,1
Cacnea,Prinplup,Prinplup,0,1
Shinx,Pidgeotto,Pidgeotto,0,2
Dugtrio,Pikachu,Dugtrio,1,1
Blacephalon,Registeel,Blacephalon,1,2
Iron-Hands,Snorunt,Iron-Hands,1,1
Spidops,Baltoy,Spidops,1,1
Sewaddle,Karrablast,Karrablast,0,1
Nosepass,Electrike,Electrike,0,2
Ogerpon,Xerneas,Xerneas,0,2
Pansear,Slugma,Pansear,1,2
Sirfetchd,Delcatty,Sirfetchd,1,1
Bronzong,Corsola,Bronzong,1,3
Swirlix,Blipbug,Swirlix,1,1
Poltchageist,Stonjourner,Stonjourner,0,1
Hoothoot,Giratina-Altered,Giratina-Altered,0,2
Aromatisse,Scream-Tail,Scream-Tail,0,6
Slaking,Numel,Slaking,1,1
Comfey,Wyrdeer,Wyrdeer,0,2
Larvesta,Pinsir,Pinsir,0,2
Poliwrath,Scyther,Scyther,0,2
Carvanha,Type-Null,Type-Null,0,1
Nidoran-M,Giratina-Altered,Giratina-Altered,0,1
Pawmi,Beheeyem,Beheeyem,0,1
Clauncher,Croconaw,Croconaw,0,3
Wingull,Victreebel,Victreebel,0,1
Toxtricity-Amped,Gliscor,Gliscor,0,1
Kingambit,Metang,Kingambit,1,2
Ceruledge,Appletun,Ceruledge,1,3
Zangoose,Chinchou,Zangoose,1,1
Swinub,Unfezant,Unfezant,0,1
Panpour,Toxel,Toxel,0,1
Bibarel,Crabominable,Crabominable,0,1
Cosmoem,Kirlia,Cosmoem,1,3
Solosis,Cosmog,Solosis,1,1
Silicobra,Durant,Durant,0,2
Spewpa,Chespin,Chespin,0,2
Lickitung,Duraludon,Duraludon,0,3
Appletun,Cloyster,Appletun,1,1
Thundurus-Incarnate,Cloyster,Thundurus-Incarnate,1,1
Teddiursa,Vivillon,Teddiursa,1,2
Suicune,Wurmple,Suicune,1,1
Koraidon,Dubwool,Koraidon,1,2
Elekid,Ekans,Elekid,1,2
Pidgeot,Chingling,Pidgeot,1,2
Skuntank,Trubbish,Skuntank,1,2
Arboliva,Carvanha,Arboliva,1,1
Lanturn,Eldegoss,Lanturn,1,3
Ledyba,Wingull,Wingull,0,1
Maschiff,Hakamo-O,Hakamo-O,0,1
Druddigon,Fennekin,Druddigon,1,1
Lumineon,Goomy,Lumineon,1,2
Scolipede,Phanpy,Scolipede,1,2
Heatmor,Tinkatuff,Heatmor,1,1
Camerupt,Pawmot,Pawmot,0,2
Duskull,Pansear,Pansear,0,2
Veluza,Nidoran-M,Veluza,1,1
Regieleki,Murkrow,Regieleki,1,1
Clobbopus,Staravia,Staravia,0,1
Litleo,Skitty,Litleo,1,1
Drifblim,Espeon,Drifblim,1,1
Sandy-Shocks,Cinderace,Sandy-Shocks,1,2
Clefairy,Arbok,Arbok,0,1
Skuntank,Gloom,Skuntank,1,2
Chinchou,Stunfisk,Stunfisk,0,1
Tinkatuff,Deoxys-Normal,Tinkatuff,1,2
Helioptile,Garchomp,Garchomp,0,1
Crustle,Luxio,Crustle,1,2
Sudowoodo,Miltank,Sudowoodo,1,4
Xerneas,Crabrawler,Xerneas,1,1
Bellibolt,Jynx,Bellibolt,1,3
Honchkrow,Tandemaus,Honchkrow,1,1
Lurantis,Toedscool,Lurantis,1,1
Cufant,Oddish,Cufant,1,2
Braixen,Hippopotas,Hippopotas,0,1
Toedscruel,Iron-Moth,Iron-Moth,0,1
Tadbulb,Miraidon,Miraidon,0,1
Swalot,Pheromosa,Swalot,1,2
Mamoswine,Kubfu,Mamoswine,1,2
Spiritomb,Gogoat,Gogoat,0,3
Hoothoot,Tentacool,Tentacool,0,2
Blaziken,Seviper,Blaziken,1,2
Aromatisse,Voltorb,Aromatisse,1,1
Dunsparce,Steelix,Steelix,0,4
Jynx,Palafin-Zero,Palafin-Zero,0,2
Donphan,Kingler,Kingler,0,2
Tauros,Darmanitan-Standard,Tauros,1,3
Spinda,Jynx,Jynx,0,2
Chi-Yu,Weepinbell,Chi-Yu,1,1
Zorua,Hippopotas,Hippopotas,0,1
Arctibax,Primeape,Primeape,0,2
Torracat,Tynamo,Torracat,1,1
Stufful,Glameow,Stufful,1,1
Umbreon,Blaziken,Blaziken,0,2
Slurpuff,Drizzile,Slurpuff,1,2
Servine,Nidoran-M,Servine,1,2
Silcoon,Hoothoot,Hoothoot,0,2
Ambipom,Hariyama,Hariyama,0,1
Turtonator,Scovillain,Turtonator,1,2
Qwilfish,Tirtouga,Qwilfish,1,2
Combusken,Poochyena,Combusken,1,1
Nincada,Magnezone,Magnezone,0,1
Meowstic-Male,Scolipede,Scolipede,0,2
Chewtle,Greavard,Greavard,0,2
Shelgon,Togepi,Shelgon,1,2
Shiinotic,Gligar,Shiinotic,1,1
Tinkatink,Plusle,Plusle,0,2
Hatenna,Mareep,Hatenna,1,2
Meowstic-Male,Meditite,Meowstic-Male,1,1
Scolipede,Tapu-Fini,Scolipede,1,2
Jynx,Empoleon,Empoleon,0,1
Zorua,Sneasel,Sneasel,0,1
Lickilicky,Scizor,Scizor,0,4
Ariados,Pincurchin,Ariados,1,2
Corsola,Espurr,Corsola,1,3
Anorith,Scyther,Scyther,0,1
Blaziken,Gulpin,Blaziken,1,2
Wailmer,Impidimp,Wailmer,1,2
Pheromosa,Hitmonlee,Pheromosa,1,1
Solosis,Sinistcha,Sinistcha,0,1
Dewott,Mienfoo,Dewott,1,2
Mudbray,Mew,Mew,0,2
Seismitoad,Delphox,Seismitoad,1,2
Swablu,Dragapult,Dragapult,0,1
Jangmo-O,Litleo,Litleo,0,1
Surskit,Omanyte,Omanyte,0,1
Honedge,Dhelmise,Dhelmise,0,1
Solosis,Happiny,Solosis,1,2
Ivysaur,Gothitelle,Gothitelle,0,1
Oricorio-Baile,Seviper,Oricorio-Baile,1,2
Kricketot,Vileplume,Vileplume,0,1
Psyduck,Lapras,Lapras,0,2
Yanmega,Quilladin,Yanmega,1,1
Venonat,Cacnea,Venonat,1,1
Arcanine,Natu,Arcanine,1,1
Ting-Lu,Staraptor,Ting-Lu,1,3
Hypno,Mime-Jr,Hypno,1,1
Meditite,Iron-Leaves,Iron-Leaves,0,1
Revavroom,Avalugg,Revavroom,1,3
Cascoon,Dunsparce,Dunsparce,0,2
Spritzee,Castform,Castform,0,3
Scovillain,Toxapex,Toxapex,0,2
Suicune,Flareon,Suicune,1,2
Claydol,Palossand,Palossand,0,2
Pyukumuku,Kommo-O,Kommo-O,0,3
Munkidori,Toxicroak,Munkidori,1,1
Pangoro,Cinccino,Pangoro,1,1
Sinistcha,Impidimp,Sinistcha,1,1
Wooloo,Iron-Thorns,Iron-Thorns,0,1
Dolliv,Manaphy,Manaphy,0,2
Vigoroth,Helioptile,Vigoroth,1,1
Corphish,Axew,Axew,0,2
Alomomola,Rapidash,Alomomola,1,3
Electrike,Dudunsparce-Two-Segment,Dudunsparce-Two-Segment,0,1
Infernape,Whismur,Infernape,1,1
Slowbro,Whimsicott,Whimsicott,0,2
Klefki,Sewaddle,Klefki,1,2
Pansear,Empoleon,Empoleon,0,1
Hippopotas,Camerupt,Camerupt,0,1
Crabrawler,Rillaboom,Rillaboom,0,2
Phanpy,Masquerain,Masquerain,0,2
Metagross,Bewear,Metagross,1,2
Deerling,Blastoise,Blastoise,0,2
Zarude,Appletun,Zarude,1,2
Inteleon,Blissey,Inteleon,1,2
Marowak,Revavroom,Marowak,1,1
Farigiraf,Froakie,Farigiraf,1,1
Kadabra,Grapploct,Grapploct,0,1
Raging-Bolt,Ledyba,Raging-Bolt,1,1
Mightyena,Whismur,Mightyena,1,1
Fuecoco,Azurill,Fuecoco,1,2
Rapidash,Gloom,Rapidash,1,2
Greavard,Musharna,Musharna,0,2
Whimsicott,Phanpy,Whimsicott,1,1
Pheromosa,Noibat,Pheromosa,1,1
Dwebble,Vanillish,Vanillish,0,1
Kangaskhan,Lairon,Lairon,0,4
Thundurus-Incarnate,Victini,Victini,0,2
Unown,Lairon,Lairon,0,1
Shroomish,Espurr,Espurr,0,2
Roggenrola,Carracosta,Carracosta,0,1
Sirfetchd,Spiritomb,Spiritomb,0,3
Reshiram,Cranidos,Reshiram,1,1
Corsola,Swellow,Corsola,1,2
Exeggutor,Iron-Crown,Iron-Crown,0,2
Sealeo,Luvdisc,Sealeo,1,3
Octillery,Palkia,Palkia,0,2
Grimer,Skwovet,Grimer,1,2
Magby,Galvantula,Galvantula,0,2
Leavanny,Zorua,Leavanny,1,1
Chewtle,Flittle,Chewtle,1,1
Pupitar,Lopunny,Lopunny,0,3
Dodrio,Exeggcute,Dodrio,1,1
Tyrogue,Crabominable,Crabominable,0,1
Flabebe,Dracovish,Dracovish,0,2
Miraidon,Cherrim,Miraidon,1,2
Mightyena,Carkol,Carkol,0,3
Volcarona,Trapinch,Volcarona,1,1
Skrelp,Chingling,Chingling,0,1
Frillish-Male,Pheromosa,Pheromosa,0,2
Brambleghast,Castform,Castform,0,2
Delcatty,Vigoroth,Vigoroth,0,3
Prinplup,Dondozo,Dondozo,0,3
Fomantis,Florges,Florges,0,1
Vespiquen,Archeops,Archeops,0,1
Mudbray,Anorith,Mudbray,1,1
Noctowl,Seaking,Seaking,0,4
Skuntank,Palossand,Skuntank,1,2
Lickilicky,Xerneas,Xerneas,0,4
Whirlipede,Murkrow,Murkrow,0,1
Drampa,Pyukumuku,Drampa,1,3
Toedscool,Delibird,Delibird,0,1
Chatot,Cherrim,Chatot,1,2
Slither-Wing,Moltres,Moltres,0,1
Riolu,Nosepass,Riolu,1,2
Huntail,Flutter-Mane,Flutter-Mane,0,2
Plusle,Cryogonal,Cryogonal,0,2
Numel,Boldore,Boldore,0,1
Conkeldurr,Stunfisk,Conkeldurr,1,3
Dugtrio,Togedemaru,Dugtrio,1,1
Ting-Lu,Samurott,Samurott,0,3
Eelektrik,Klawf,Klawf,0,2
Morelull,Zekrom,Zekrom,0,1
Sealeo,Torterra,Torterra,0,2
Magmortar,Meowth,Magmortar,1,1
Beldum,Vigoroth,Vigoroth,0,4
Tapu-Fini,Salamence,Tapu-Fini,1,2
Chimecho,Hoothoot,Chimecho,1,2
Golurk,Magmar,Golurk,1,1
Araquanid,Tapu-Fini,Tapu-Fini,0,4
Nidorina,Deoxys-Normal,Deoxys-Normal,0,1
Cloyster,Iron-Hands,Iron-Hands,0,1
Talonflame,Squawkabilly-Green-Plumage,Talonflame,1,2
Combee,Sinistcha,Sinistcha,0,1
Whismur,Azurill,Whismur,1,2
Magnemite,Flaaffy,Flaaffy,0,2
Glimmet,Avalugg,Avalugg,0,2
Kricketune,Deoxys-Normal,Deoxys-Normal,0,1
Swablu,Infernape,Infernape,0,2
Koffing,Impidimp,Koffing,1,1
Grafaiai,Masquerain,Grafaiai,1,2
Dusclops,Swablu,Dusclops,1,2
Sentret,Dolliv,Dolliv,0,1
Azumarill,Serperior,Serperior,0,3
Phanpy,Piloswine,Piloswine,0,2
Panpour,Dwebble,Panpour,1,1
Starly,Crabominable,Crabominable,0,1
Overqwil,Bibarel,Overqwil,1,2
Sunkern,Shuppet,Shuppet,0,1
Metapod,Litwick,Litwick,0,1
Rufflet,Kingdra,Kingdra,0,2
Tadbulb,Budew,Budew,0,2
Wiglett,Pikipek,Wiglett,1,1
Shinx,Lileep,Lileep,0,2
Dreepy,Bastiodon,Bastiodon,0,1
Zeraora,Salandit,Zeraora,1,1
Aerodactyl,Wugtrio,Aerodactyl,1,1
Ursaluna,Gallade,Ursaluna,1,2
Beautifly,Skorupi,Beautifly,1,2
Seadra,Kleavor,Kleavor,0,2
Wartortle,Bombirdier,Bombirdier,0,2
Zorua,Jynx,Jynx,0,1
Spidops,Solosis,Spidops,1,1
Clauncher,Zebstrika,Zebstrika,0,1
Tinkaton,Relicanth,Tinkaton,1,4
Xerneas,Gastrodon,Xerneas,1,3
Sandygast,Kecleon,Kecleon,0,2
Bellossom,Lapras,Lapras,0,2
Claydol,Gholdengo,Gholdengo,0,2
Seviper,Shiinotic,Seviper,1,1
Noctowl,Bergmite,Noctowl,1,3
Grapploct,Wartortle,Grapploct,1,2
Primeape,Tapu-Koko,Tapu-Koko,0,2
Girafarig,Nidoking,Girafarig,1,2
Boltund,Trumbeak,Boltund,1,1
Hattrem,Virizion,Virizion,0,2
Pyukumuku,Corviknight,Corviknight,0,4
Finizen,Scovillain,Scovillain,0,1
